Protein.IDs,Protein.names,QGene.names,LFQ.intensity.Human_Macs_D1_M1,LFQ.intensity.Human_Macs_D1_M2,LFQ.intensity.Human_Macs_D2_M1,LFQ.intensity.Human_Macs_D2_M2,LFQ.intensity.Human_Macs_D5_M1,LFQ.intensity.Human_Macs_D5_M2,LFQ.intensity.Human_Macs_D6_M1,LFQ.intensity.Human_Macs_D7_M2
P00338-3;P00338;P00338-4;P00338-2;P00338-5;F5GXY2;F5GYU2;F5GXH2;F5H5J4;F5H6W8;F5GZQ4;F5GWW2;F5GXC7;F5H8H6;F5GXU1;Q6ZMR3;A0A087WUM2,L-lactate dehydrogenase A chain,LDHA,35.51247484,35.75560744,35.6625428,35.67474627,35.48561775,35.61700178,34.82245031,35.63425533
P00352;Q5SYQ9;Q5SYQ8;Q5SYQ7,Retinal dehydrogenase 1,ALDH1A1,34.91576448,36.25706728,33.76099402,35.75980425,34.7266443,36.00844678,34.23812873,35.73128022
P00367;P00367-3;P00367-2;P49448,"Glutamate dehydrogenase 1, mitochondrial;Glutamate dehydrogenase 2, mitochondrial",GLUD1;GLUD2,33.97962966,34.16601181,34.54530049,34.22367447,34.09120343,34.26150502,34.76648397,34.18452961
P00387-2;P00387;P00387-3;B1AHF3,NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form,CYB5R3,32.8613078,32.68382376,33.60741537,32.95961275,33.09801414,33.04353557,34.07535035,32.48514987
P00390-2;P00390;P00390-3;P00390-4;P00390-5;A0A2R8YF59;H0YC68,"Glutathione reductase, mitochondrial",GSR,33.94715785,34.04555485,33.54086276,33.59534902,34.13835402,34.20907393,33.70161297,34.20994543
P00395,Cytochrome c oxidase subunit 1,MT-CO1,27.88878672,28.30395483,27.43936321,27.7630025,27.69584306,28.06033625,29.13430461,27.47753694
P00403,Cytochrome c oxidase subunit 2,MT-CO2,32.51043654,32.17676472,33.05049342,32.18639052,32.50502641,31.72419621,33.43539431,31.81715056
P00414,Cytochrome c oxidase subunit 3,MT-CO3,26.76976401,27.04186917,27.90334202,27.15730622,27.6621406,27.08212825,28.45199082,26.74650346
P00441;H7BYH4,Superoxide dismutase [Cu-Zn],SOD1,32.44507412,32.85777189,32.00991955,32.01637696,32.25456702,32.82023572,31.65189834,32.66386321
P00488;Q9NQP5;A6PVK5;H0Y796;H0Y4W5;H3BPV8;H3BTE6;F5H563;P16452-3;P16452;P16452-2,Coagulation factor XIII A chain,F13A1,34.95921544,35.8190034,32.17617026,36.38885325,33.69010411,35.74630122,31.86119685,35.29959751
P00491;G3V5M2;G3V2H3;G3V393,Purine nucleoside phosphorylase,PNP,33.55144464,32.94790679,33.52484296,33.23734534,33.27058344,33.12372266,32.86415244,32.5548328
P00492;Q9NRG1-2;Q9NRG1,Hypoxanthine-guanine phosphoribosyltransferase,HPRT1,31.57911694,31.6223523,31.44425966,31.4182025,30.88095759,31.41543472,30.69253795,31.80988776
P00505;P00505-2,"Aspartate aminotransferase, mitochondrial",GOT2,32.45933878,32.30902314,32.97522818,32.48632528,32.60295483,32.42134128,32.90068523,32.12046644
P00519;P00519-2,Tyrosine-protein kinase ABL1,ABL1,NA,25.46201392,NA,25.88929748,NA,25.58055163,NA,25.417092
P00558;P00558-2;P07205,Phosphoglycerate kinase 1,PGK1,36.52303248,36.58483352,36.43913096,36.38721687,36.15741616,36.40494138,35.56742837,36.45522241
Q5T9B7;P00568,Adenylate kinase isoenzyme 1,AK1,24.91565658,25.31254039,25.43307141,25.370959,26.06140795,25.92759569,25.01542016,25.48858034
P00813;F5GWI4;F5GXW0;F5GYD4,Adenosine deaminase,ADA,30.95449116,31.60204779,30.57569524,31.43787615,30.58745702,31.96956158,29.37519594,31.5262664
P00846,ATP synthase subunit a,MT-ATP6,29.82474873,30.044399,29.85290373,30.41488052,30.22894343,29.39823647,30.38905205,29.39452066
P00918;E5RID5;E5RK37,Carbonic anhydrase 2,CA2,32.94144966,32.50805292,33.32214061,32.00172306,34.0551242,32.97574067,32.70742572,32.45532653
P01023;P20742-2;H0YFH1;F8W7L3,Alpha-2-macroglobulin,A2M,27.67033641,28.63325623,26.00217257,29.20113945,29.22001942,28.79649754,29.21720197,28.07050588
Q5H9A7;P01033;H0Y789;Q5H9B5;Q5H9B4,Metalloproteinase inhibitor 1,TIMP1,27.31906898,27.83225427,26.53215055,28.41973006,27.00131369,28.06578951,25.53029107,27.67781414
P01034,Cystatin-C,CST3,27.90999303,29.64941632,26.42321326,29.2302727,28.38463338,29.25478099,28.38734785,28.24081753
P01040;C9J0E4,"Cystatin-A;Cystatin-A, N-terminally processed",CSTA,33.85758653,32.48478986,30.90712998,31.33218121,32.88716399,32.35094945,32.35131812,32.36882648
P01111,GTPase NRas,NRAS,30.24943337,30.35237095,30.42892146,30.25462333,29.64485197,30.47460039,30.12694078,30.47518045
P01116-2;P01116;G3V4K2;G3V5T7,"GTPase KRas;GTPase KRas, N-terminally processed",KRAS,28.42358196,29.2983716,28.5597589,29.28511241,28.70008375,29.55837271,29.0870699,29.33359999
P01583,Interleukin-1 alpha,IL1A,25.46939266,NA,NA,NA,25.39764095,NA,NA,NA
P01584;C9JWV2;C9JVK0;C9JSC2,Interleukin-1 beta,IL1B,31.77431175,NA,30.29,NA,32.15152358,NA,29.21414737,NA
Q5W006;P01589;H0Y5Z0;Q5W005,Interleukin-2 receptor subunit alpha,IL2RA,26.93415859,NA,26.55159773,NA,25.53593647,NA,26.1567278,NA
P01730;F5H480,T-cell surface glycoprotein CD4,CD4,26.60016995,29.37538239,NA,29.39962234,25.9514706,29.09027923,24.7976358,28.59067253
P01891,"HLA class I histocompatibility antigen, A-68 alpha chain",HLA-A,32.7293314,30.83054777,32.07466475,30.56201773,23.97613755,NA,22.69873603,29.3702149
Q5Y7D2;P01909,"HLA class II histocompatibility antigen, DQ alpha 1 chain",HLA-DQA1,29.49192051,29.55321755,22.59912013,21.43267646,22.46520667,21.74287518,29.55378515,22.83427892
P01912,"HLA class II histocompatibility antigen, DRB1-3 chain",HLA-DRB1,25.55853329,NA,NA,NA,NA,NA,NA,NA
P02545;P02545-6;P02545-3;P02545-5;P02545-4;H0YAB0;A0A0C4DGC5,Prelamin-A/C;Lamin-A/C,LMNA,35.40178257,35.72603521,35.63222502,35.87213452,35.41046456,35.90652084,35.80145154,36.04925225
P02545-2;Q3BDU5;Q5TCI8,Prelamin-A/C;Lamin-A/C,LMNA,26.22208513,27.88686975,30.12841655,29.16367766,29.43312714,29.27459879,29.75965744,29.06270529
P02649;H0Y7L5;E9PEV4;E7ERP7;CON__Q03247,Apolipoprotein E,APOE,30.1753376,32.07444146,31.15623354,32.24053324,31.7137068,32.4445312,30.99886847,31.22705054
X6RLJ0;P02745,Complement C1q subcomponent subunit A,C1QA,NA,28.91800795,28.35535681,29.15716164,28.3069556,29.76515445,28.2485741,28.43229097
P02747,Complement C1q subcomponent subunit C,C1QC,26.63699361,30.96794827,28.99924493,30.81505193,28.69617481,30.15834199,29.27803798,30.05994962
P02751-15;P02751-9;P02751-14;P02751-7;P02751;P02751-11;P02751-3;P02751-17;P02751-8;P02751-13;P02751-6;P02751-10;P02751-12;P02751-5;P02751-4;H0Y7Z1;P02751-2;P02751-16;H0Y4K8,Fibronectin;Anastellin;Ugl-Y1;Ugl-Y2;Ugl-Y3,FN1,NA,NA,23.378751,28.59188542,NA,22.66149107,NA,23.6191892
P02778,C-X-C motif chemokine 10;CXCL10(1-73),CXCL10,24.49240578,NA,NA,NA,NA,NA,NA,NA
P02786;G3V0E5;H7C3V5;F8WBE5;Q9UP52-2,"Transferrin receptor protein 1;Transferrin receptor protein 1, serum form",TFRC,34.82368443,34.1940305,34.30062058,33.53113278,34.2916612,33.17792321,34.4541501,34.07566913
Q9BS19;P02790,Hemopexin,HPX,NA,NA,NA,NA,NA,NA,NA,23.78696034
P02792,Ferritin light chain,FTL,32.2377727,32.11300039,29.95310382,30.75756084,32.72450117,33.27267037,32.87116615,32.6799711
P02794;G3V192;G3V1D1;E9PPQ4;E9PRK8;E9PKY7;E9PQR3;E9PKM5;E9PK45,"Ferritin heavy chain;Ferritin heavy chain, N-terminally processed;Ferritin",FTH1,32.45682019,30.60902396,30.65821249,29.82436939,32.49030017,32.06471078,32.66014812,31.23552051
P02795;H3BSF1;H3BSP9,Metallothionein-2,MT2A,33.7217134,30.24558527,32.10315197,28.07122224,32.13812511,30.31451676,31.56470003,31.41593835
P03891,NADH-ubiquinone oxidoreductase chain 2,MT-ND2,27.67458528,28.11112938,26.68431716,28.12927673,27.95648659,28.06260237,28.74749618,27.94530996
P03897,NADH-ubiquinone oxidoreductase chain 3,MT-ND3,25.22501263,25.76655782,26.20720889,26.32572254,26.15017539,25.94929009,26.00778559,25.13555274
P03905,NADH-ubiquinone oxidoreductase chain 4,MT-ND4,27.79674507,27.88884477,27.58749278,28.09687758,28.18361895,27.92998976,28.68224206,27.51577947
P03915,NADH-ubiquinone oxidoreductase chain 5,MT-ND5,26.84828405,27.95171514,27.21206098,27.95742791,27.12632542,27.62533428,27.11197505,27.48439134
P03923,NADH-ubiquinone oxidoreductase chain 6,MT-ND6,NA,23.29810061,24.45243079,NA,NA,23.96093311,24.23432628,NA
P03928,ATP synthase protein 8,MT-ATP8,28.24880027,29.04166032,29.54056257,29.38831313,29.26970324,29.11361524,29.77376175,28.6293007
P04040,Catalase,CAT,34.05536666,34.26031361,34.03992967,34.06711755,33.58888702,34.07726194,33.61894425,33.96739864
P04049;P04049-2;H7C155;H7C4S5;A0A2R8Y492;A0A2R8Y679,RAF proto-oncogene serine/threonine-protein kinase,RAF1,27.74425931,26.58835093,27.01733312,27.01945567,27.13897341,26.73039675,26.13018059,26.45824777
P04062-4;P04062-2;P04062;A0A0G2JNZ5;A0A0G2JLB3;P04062-5;A0A0G2JNZ0;P04062-3,Glucosylceramidase,GBA,32.34847163,31.36562336,32.38453046,31.54402244,32.52091542,31.6228759,33.10693099,31.54912786
P04066,Tissue alpha-L-fucosidase,FUCA1,32.51338113,35.66278152,30.2545107,35.79966767,32.81174516,36.99211675,32.58609272,35.72522268
P04075;J3KPS3;P04075-2;H3BQN4;H3BUH7;H3BR04;H3BMQ8;H3BU78;H3BR68,Fructose-bisphosphate aldolase A;Fructose-bisphosphate aldolase,ALDOA,36.20636529,36.09678964,35.96907263,36.08755286,36.15258919,36.11793433,35.67818786,36.09289731
P04080;A0A1W2PQG6;A0A1W2PS52,Cystatin-B,CSTB,35.59632138,35.76332114,35.26912079,35.12285916,35.34321196,35.70771883,35.02383019,35.75987863
P04083;Q5T3N1;Q5T3N0,Annexin A1;Annexin,ANXA1,36.18330985,35.971323,36.36378421,35.79284937,36.04254118,35.91309126,34.92592201,35.96780659
P04150-2;P04150;P04150-8;A0A494C0P1;P04150-9;P04150-6;P04150-10;P04150-3;P04150-12;P04150-11;P04150-7;P04150-5;P04150-13;P04150-16;P04150-14;P04150-15;D6RDA9;Q3MSN4;P08235-4;B0ZBF8;P08235-2;B0ZBF6;P08235,Glucocorticoid receptor,NR3C1,27.9264311,27.84804521,28.99878779,27.5073347,28.22227864,28.24408854,28.01669575,27.99711934
P04179;P04179-4;P04179-2;F5H4R2;F5GYZ5;F5H3C5;P04179-3;G8JLJ2;G5E9P6;F5GXZ9,"Superoxide dismutase [Mn], mitochondrial",SOD2,36.69708778,35.41739788,35.14052684,34.91045775,36.45241741,35.57381774,36.94948613,35.46532414
P04181;P04181-2,"Ornithine aminotransferase, mitochondrial;Ornithine aminotransferase, hepatic form;Ornithine aminotransferase, renal form",OAT,28.31116354,29.85326077,29.55026607,30.14345686,29.43412195,29.8186216,30.53871391,30.24864195
P04229;REV__E5RFL3,"HLA class II histocompatibility antigen, DRB1-1 beta chain",HLA-DRB1,NA,NA,NA,NA,31.37056829,31.52159415,NA,NA
P04233;H0YBZ2;H0YBZ8;E7ESL3;P04233-3;E7EQJ3;E7ER71,HLA class II histocompatibility antigen gamma chain,CD74,29.54659121,29.62733625,29.69879298,29.58060913,29.36538349,29.7181976,29.54305451,29.10407109
P04233-2,HLA class II histocompatibility antigen gamma chain,CD74,31.00323204,32.35429039,30.59227761,32.16910719,32.03822965,31.94290067,32.69151915,32.16143884
P04406;E7EUT5,Glyceraldehyde-3-phosphate dehydrogenase,GAPDH,37.20769297,37.03198453,37.23809313,37.12818991,36.88467372,37.0570224,36.51160626,37.07337636
P04406-2,Glyceraldehyde-3-phosphate dehydrogenase,GAPDH,NA,NA,NA,NA,NA,NA,NA,23.69508638
P04424;P04424-3;P04424-2;F8W943;H7C0S8,Argininosuccinate lyase,ASL,29.21008772,29.5693889,28.73605457,29.3660717,28.79358595,29.25144387,28.48975966,29.30249568
P04440;H0Y7G7;A0A140T9P1;A0A140T976;H0Y5P2;A0A140T9Y0;A0A140T9I3;A0A0G2JII1;A0A140T8Z7;A0A140T9P7;A0A140T8Z3,"HLA class II histocompatibility antigen, DP beta 1 chain",HLA-DPB1,NA,NA,30.9511593,32.65505887,NA,NA,NA,31.40882089
P04731,Metallothionein-1A,MT1A,26.03386976,NA,NA,NA,NA,NA,NA,NA
P04732;CON__P67983;H3BU80;Q93083;P04732-2,Metallothionein-1E,MT1E,27.85465831,22.95935959,25.91599842,NA,25.66201833,22.96907379,24.9738627,24.23366824
P04733;H3BRY8,Metallothionein-1F,MT1F,27.08415764,25.79148844,26.40124294,22.27977266,27.13565058,25.73781528,26.9290868,27.17845165
P04792;F8WE04;C9J3N8,Heat shock protein beta-1,HSPB1,33.83252969,33.81878918,33.22432157,33.30782965,33.37023049,33.66426599,32.94748882,33.68551651
P04839;Q5H9D4;Q9Y5S8-2;Q9Y5S8-3;Q9Y5S8,Cytochrome b-245 heavy chain,CYBB,34.60239076,34.41469155,34.16331476,34.26339525,34.00554273,34.33084649,34.72821661,33.97143008
P04843;B7Z4L4;F8WF32,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,RPN1,33.70645856,34.08638668,34.29042578,34.24331688,34.13124091,34.33764067,34.95367626,33.92539151
P04844;P04844-2;Q5JYR7;Q5JYR4;Q5JYR3;F2Z3K5,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,RPN2,33.1254173,33.21985791,33.62603529,33.67944684,33.53727957,33.89003066,34.44689882,33.39891938
P04899;P04899-4;P04899-6;P04899-5;P04899-2;P04899-3;P09471-2;P19087;P09471;A8MTJ3;P11488;A0A087WTB6;A0A1W2PQK2;A0A1W2PP38;H3BTM2;A0A1W2PS82;F8WE78;A0A087WZE5;A0A1W2PRJ7;A0A1W2PRE1,Guanine nucleotide-binding protein G(i) subunit alpha-2,GNAI2,34.95007305,34.86710198,34.79008387,34.88011832,34.3985372,34.84188338,34.80068041,34.86225971
P04920-2;P04920-3;P04920;H7C1Z2;E9PCP1;F8WD49;P48751-2;P48751;P48751-3;C9JVC2;C9J722;C9J035;C9J9M9,Anion exchange protein 2,SLC4A2,28.27342093,29.11953916,29.32031778,28.96193224,28.5891014,29.4372809,29.42412281,29.53908383
P04921-2;P04921-3;P04921,Glycophorin-C,GYPC,NA,NA,NA,NA,NA,NA,25.58233313,NA
P05023;P05023-4;P05023-3;P05023-2;A0A0A0MT26;A0A2R8YEY8;P13637-3;P13637-2;P13637;M0R116;H0Y7C1;Q5TC01;Q5TC02;P20648;E9PRA5;M0QXF2;Q5TC05,Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,34.58832859,33.67229801,34.33124704,34.07463285,34.76954137,33.6568283,34.86295246,33.609068
P05026-2;P05026,Sodium/potassium-transporting ATPase subunit beta-1,ATP1B1,31.0911246,30.58145343,30.51784543,30.95843777,31.35856707,29.78294284,31.41855439,30.33191437
P05091;P05091-2;F8VP50;S4R3S4,"Aldehyde dehydrogenase, mitochondrial",ALDH2,34.68122853,33.75184727,35.25891069,33.54742806,34.43166352,33.7027485,34.95319924,33.81057738
P05106;H3BM21;P05106-2;I3L4X8,Integrin beta-3;Integrin beta,ITGB3,28.60013449,24.61341135,28.63574889,24.52987422,27.82092042,26.63602559,27.44260958,26.99215643
P05109,"Protein S100-A8;Protein S100-A8, N-terminally processed",S100A8,36.02238397,35.8883304,35.70001138,35.6422943,35.17448214,35.58544927,34.76421139,35.41093834
P05114;A6NL93;A6NEL0;F2Z2W6;F2Z2Y5;H7BXJ5;A0A494C035,Non-histone chromosomal protein HMG-14,HMGN1,27.83863949,28.02596301,28.7119771,29.19004038,28.73447262,28.72952185,28.61118941,27.33807123
P05120;E7EPJ9;E7ERB5;E9PDK7,Plasminogen activator inhibitor 2,SERPINB2,30.68386558,33.45022172,30.60204779,31.61614188,30.59992175,33.609068,29.25840249,33.78526799
P05141;Q9H0C2,"ADP/ATP translocase 2;ADP/ATP translocase 2, N-terminally processed",SLC25A5,33.13708694,33.28705732,33.76702689,33.30456962,33.4027357,33.23134897,34.21320887,33.04788004
P05161;A0A096LPJ4;A0A096LNZ9,Ubiquitin-like protein ISG15,ISG15,35.40121039,30.27730645,33.49619443,31.07188711,34.5617788,29.80760966,34.7007349,30.6748883
P05162,Galectin-2,LGALS2,NA,NA,NA,NA,27.17721634,NA,26.72142821,NA
P05164-2;P05164;P05164-3;J3QSF7;P11678,Myeloperoxidase;Myeloperoxidase;89 kDa myeloperoxidase;84 kDa myeloperoxidase;Myeloperoxidase light chain;Myeloperoxidase heavy chain,MPO,29.51574188,NA,28.98842301,23.53919479,32.50937502,23.73479561,31.06059394,NA
P05165-2;P05165;P05165-3;A0A1B0GU58;A0A1B0GUX9;A0A1B0GWI4;A0A1B0GWA1;H0Y5U0;A0A1B0GTR1;Q5JTW6;Q5JVH2;H0Y4B9,"Propionyl-CoA carboxylase alpha chain, mitochondrial",PCCA,27.03191553,29.58935147,28.91033622,29.08800564,28.07897703,29.28283911,28.83725642,29.05351645
P05198;G3V4T5;H0YJS4,Eukaryotic translation initiation factor 2 subunit 1,EIF2S1,32.44544418,32.46577417,32.36194271,32.43822327,32.39501631,32.47157549,32.06020738,32.51582646
P05204,Non-histone chromosomal protein HMG-17,HMGN2,29.23050176,28.68845842,29.44917891,28.89666019,29.50618102,29.61466846,29.75525425,29.52859686
P05362;K7EKL8;E7ESS4,Intercellular adhesion molecule 1,ICAM1,34.03239514,32.50455295,33.4645332,32.64791648,33.54892124,32.25979469,34.13208408,32.96923563
P05386,60S acidic ribosomal protein P1,RPLP1,32.33122034,32.09697809,32.1056516,32.35799059,32.29167492,32.0801087,32.47667784,32.40128669
P05387;H0YDD8,60S acidic ribosomal protein P2,RPLP2,33.72496867,33.70769312,33.51629624,33.42179271,33.56297302,33.44899191,33.34321196,33.51476889
P05388;F8VWS0;P05388-2;F8VU65;F8VW21;F8VPE8;G3V210;F8VQY6;F8VRK7;F8VZS0;Q8NHW5;F8VWV4;F8VS58;F8W1K8,60S acidic ribosomal protein P0;60S acidic ribosomal protein P0-like,RPLP0;RPLP0P6,33.59256722,33.38676734,33.35310748,33.40121039,33.56092519,33.37347527,33.47096975,33.62222137
P05412,Transcription factor AP-1,JUN,24.39172136,NA,NA,NA,24.09063258,NA,24.01086134,NA
P05413;S4R371;S4R3A2,"Fatty acid-binding protein, heart",FABP3,32.52500638,34.02523371,32.59254495,32.96178738,33.32402017,33.95246172,32.13075012,33.97408296
P05455;E7ERC4;E9PGX9;E9PFL9,Lupus La protein,SSB,33.00056512,32.27280939,32.87821902,32.38961626,32.71646919,32.40509676,32.65170593,32.54083967
P05534,"HLA class I histocompatibility antigen, A-24 alpha chain",HLA-A,NA,NA,NA,NA,NA,NA,33.44886887,NA
P05556;P05556-2;P05556-5;P05556-4;P05556-3;E7EQW5;C9JPK5;Q5T3E6;E9PLR6;E7EUI6;H7C4N8;E7ERX5;C9JJP8;Q5T3E5;E9PQJ2;C9JNE0,Integrin beta-1,ITGB1,32.13139425,32.05701433,32.17432587,32.09873579,32.04963364,32.08979955,32.59252267,32.38329484
P05771-2;P05771;H3BV73;J3KN97;I3L1Z0;I3L148,Protein kinase C beta type,PRKCB,30.93206159,31.36937265,30.78776063,31.18399748,30.50729689,31.00202499,30.05917606,30.89113589
P05976-2;P05976;P08590,"Myosin light chain 1/3, skeletal muscle isoform;Myosin light chain 3",MYL1;MYL3,31.47145436,31.63681215,31.46548227,31.61601039,31.34773273,31.60169367,31.59218848,31.54097819
P06126,T-cell surface glycoprotein CD1a,CD1A,NA,NA,24.42117573,NA,NA,NA,NA,NA
P06132;A0A494C0Q8;A0A1B0GVN9;A0A494C0S8;A0A494C085;A0A1B0GVZ4;H0Y5R6;A0A494BZY8;Q5T446;A0A494C1D8;A0A494C007;A0A494C1T3;A0A494C0P4,Uroporphyrinogen decarboxylase,UROD,31.61131255,32.36710862,30.26963637,31.36848828,31.30459682,32.30394394,30.86245372,32.0117532
P06280;A0A3B3IUC4;V9GYN5;A0A3B3IRU3,Alpha-galactosidase A,GLA,31.58387579,32.15430311,31.78912198,32.10643185,31.85210752,32.23894017,32.47356054,32.09867305
P06396-2;Q5T0I0,Gelsolin,GSN,37.15105854,35.86096569,37.15039665,35.96473343,37.30113184,35.71507843,36.42318683,36.09195214
P06396-3;A0A0U1RQL8,Gelsolin,GSN,24.0295164,NA,NA,NA,26.3069556,NA,NA,24.70746193
P06400;A0A3B3IS71,Retinoblastoma-associated protein,RB1,26.74342488,26.79451582,26.79946503,26.42723176,27.139559,26.43779283,26.69909096,26.48045211
P06576;H0YH81;F8W079;H0YI37,"ATP synthase subunit beta, mitochondrial;ATP synthase subunit beta",ATP5B,36.20363332,35.99401531,36.22169544,35.96757042,36.08527892,35.95975524,36.78840743,35.87995862
P06681;A0A0G2JL69;P06681-3;B4DQI1;E9PDZ0;A0A0G2JIE7;H0Y3H6;P06681-2;A0A0G2JK28;H0Y868,Complement C2;Complement C2b fragment;Complement C2a fragment,C2,25.55112831,25.96122022,NA,26.18203754,NA,26.25810592,25.48286924,25.55382543
P06702,Protein S100-A9,S100A9,36.40157597,36.11816646,36.30348131,35.90041533,35.53328133,35.72069462,35.27929374,35.65895727
P06703;R4GN98,Protein S100-A6;Protein S100,S100A6,36.19445254,36.33158074,35.50266939,36.03130676,35.8776067,36.13613971,35.16537546,36.43651167
P06733;A0A2R8Y6G6;P06733-2;K7EM90;A0A2R8YEM5;A0A2R8Y879;K7ERS8;A0A2R8Y798;A0A2R8YEG5;A0A2R8Y6I8,Alpha-enolase,ENO1,37.27638459,37.34261606,37.02951838,37.11293439,37.07117987,37.19234112,36.63152052,37.16048118
P06737;P06737-2;E9PK47,"Glycogen phosphorylase, liver form;Alpha-1,4 glucan phosphorylase",PYGL,32.54802552,33.40590828,32.77427247,33.39930147,32.61238958,33.44146726,32.10437108,33.33657703
P06744;A0A2U3TZU2;A0A0A0MTS2;P06744-2;K7EQ48;A0A2R8Y6C7;A0A0J9YXP8;A0A0J9YYH3;A0A0J9YX90;K7ERC6;K7EPY4;K7EP41;K7ENA0;K7ELR7;A0A2R8YF08;A0A0J9YXM3;K7ERK8;A0A0J9YXH9;K7EIL4;A0A0J9YYI8;K7ESF4;Q8N196,Glucose-6-phosphate isomerase,GPI,35.2935466,35.52215562,35.44603607,35.34122468,35.16477629,35.35629256,34.7424916,35.35635816
P06748;P06748-3;P06748-2;E5RI98;E5RGW4,Nucleophosmin,NPM1,33.80712596,33.66765334,33.5133576,33.64054465,33.3854822,33.58844029,33.88403683,33.9799703
P06753-2;A0A087WWU8;Q5HYB6;D6R904;A0A494C0G0;Q5VU61,,TPM3;DKFZp686J1372,35.86491344,35.77742611,35.95724887,35.681438,35.71233899,35.61390484,35.47996907,35.70042486
P06753-3,,,NA,NA,NA,NA,NA,NA,NA,NA
P06753-5;P06753-7,,,27.24227223,26.9498244,26.37658342,26.73840815,26.52601262,26.1484502,26.81726494,27.11723693
P06753-6,,,26.3121595,25.88697437,NA,26.01222623,26.19439632,25.99120506,25.86374788,26.32111817
P06756-3;P06756-2;P06756;H7BZG1,Integrin alpha-V;Integrin alpha-V heavy chain;Integrin alpha-V light chain,ITGAV,29.8920629,30.07915511,30.09131379,29.85894655,29.05543131,30.20244786,29.71002358,30.10399608
P06858,Lipoprotein lipase,LPL,NA,NA,NA,25.9165452,22.68869852,NA,NA,NA
P06865;H3BP20;H3BS10;H3BU85;H3BTD4;P06865-2;A0A087WUJ7;H3BVH8;H3BT62;H3BQ04,Beta-hexosaminidase subunit alpha;Beta-hexosaminidase,HEXA,33.21428057,34.59044946,32.35444804,34.35744009,32.60595948,34.41191701,33.48099228,34.4363255
Q16778;P33778;P23527;P06899;Q6DRA6;Q6DN03,Histone H2B type 2-E;Histone H2B type 1-B;Histone H2B type 1-O;Histone H2B type 1-J,HIST2H2BE;HIST1H2BB;HIST1H2BO;HIST1H2BJ,35.51085504,35.47060618,35.93214081,35.76922114,35.09726072,35.56623784,35.48795487,35.63471513
P07099;B1AQP9;B1AQP8,Epoxide hydrolase 1,EPHX1,32.3772301,33.00850105,32.50675324,33.33604492,33.29406038,34.02506867,33.14418654,32.68434643
P07108;B8ZWD1;A0A0A0MTI5;P07108-3;P07108-2;P07108-4;P07108-5;P07108-6,Acyl-CoA-binding protein,DBI,34.39151242,34.67750544,34.64667258,34.56160812,34.21001803,34.68614295,33.59468188,34.2005491
P07195;A0A3B3IS95;A8MW50;C9J7H8;F5H793;F5H5G7;F5H155;G3XAP5;F5H245;P07864,L-lactate dehydrogenase B chain;L-lactate dehydrogenase,LDHB,34.14581179,34.78925804,34.3332481,34.59390316,34.20645626,34.5315976,33.58855199,34.5192289
P07199,Major centromere autoantigen B,CENPB,NA,23.93237986,24.07087434,24.09908707,23.88483381,NA,23.68099557,NA
P07204,Thrombomodulin,THBD,NA,24.89119964,NA,26.66532963,NA,26.02233733,NA,26.41804162
P07237;H7BZ94;H0Y3Z3;I3L398;I3L312;I3L4M2;I3L3U6;I3NI03;I3L0S0;I3L514;I3L3P5;I3L1Y5,Protein disulfide-isomerase,P4HB,36.32775522,36.21498253,36.37342666,36.25873523,36.08323922,36.04406916,36.8685515,36.06089184
P07305;P07305-2,"Histone H1.0;Histone H1.0, N-terminally processed",H1F0,30.22124168,29.00399598,30.6416862,30.39407084,30.12669467,30.24274923,31.29076905,29.14761109
