Table S4: Log2 LFQ data of proteomes of resting and activated CD8+ T cells. Related to Figure 5A.,,,,,,,,,,,,,,,,,,,,,
Protein.IDs,Protein.names,Gene.names,LFQ.intensity.CD8TCellnaive_01,LFQ.intensity.CD8TCellnaive_03,LFQ.intensity.CD8TCellnaive_04,LFQ.intensity.CD8TCellnaive_05,LFQ.intensity.Naive_T013_CD8_12h,LFQ.intensity.Naive_T016_CD8_12h,LFQ.intensity.Naive_T017_CD8_12h,LFQ.intensity.Naive_T013_CD8_24h,LFQ.intensity.Naive_T014_CD8_24h,LFQ.intensity.Naive_T015_CD8_24h,LFQ.intensity.Naive_T009_CD8_48h,LFQ.intensity.Naive_T013_CD8_48h,LFQ.intensity.Naive_T016_CD8_48h,LFQ.intensity.Naive_T015_CD8_72h,LFQ.intensity.Naive_T016_CD8_72h,LFQ.intensity.Naive_T017_CD8_72h,LFQ.intensity.Naive_T008_CD8_96h,LFQ.intensity.Naive_T016_CD8_96h,LFQ.intensity.Naive_T017_CD8_96h
P06312;P06313,Ig kappa chain V-IV region;Ig kappa chain V-IV region JI,IGKV4-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.42239538,NA,NA,NA,18.94137435,NA,20.1788885,NA,NA
P06396;P06396-2;F5H1A8;P06396-3;CON__Q3SX14;Q5T0H9;Q5T0H8;Q5T0H7;Q5T0I0;Q5T0I1;REV__F5H555;REV__H0YJM7;REV__F5H6T6;REV__Q6TDU7-2;REV__Q6TDU7-3;REV__Q6TDU7;REV__F8W8F9,Gelsolin,GSN,31.72419621,28.51656864,28.61561583,28.70239762,30.72175413,30.69760048,30.32334918,30.7971472,31.10042869,30.72549696,32.94790679,30.08093465,31.00537542,28.58724239,29.84260096,29.05110632,30.16278975,29.73657075,28.69783243
P06400,Retinoblastoma-associated protein,RB1,22.84162961,25.17500916,24.31527286,24.64080406,25.96404415,24.42085459,26.0746354,26.42160914,26.00339558,25.25868104,25.75905736,27.15189852,26.64636358,27.30747683,28.54392107,26.64608886,27.89186017,28.75480841,28.11460839
P06493;P06493-2;E5RIU6,Cyclin-dependent kinase 1,CDK1,NA,NA,NA,18.62192308,NA,20.88918606,20.77804183,20.34418753,NA,20.7191682,27.26158909,29.19933843,28.09727956,28.51521551,29.7168412,28.19877662,30.02075419,30.59930106,29.53662207
P06576;F8VPV9;H0YH81;F8W079;F8W0P7;H0YI37;F8VQY0,"ATP synthase subunit beta, mitochondrial;ATP synthase subunit beta",ATP5B,34.34605562,34.17131625,34.33531294,34.08654486,33.61247746,33.56989134,33.26066413,33.65704134,33.50450559,33.7217134,33.26374502,33.32549524,33.61949096,34.11380772,33.80395488,34.27093147,33.46075507,33.45304633,33.85406006
P06681;Q8N6L6,Complement C2;Complement C2b fragment;Complement C2a fragment,C2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.80040347,NA,21.74849589,NA,NA,NA,NA,NA,NA
P06702,Protein S100-A9,S100A9,27.55939425,24.7741452,23.56801919,23.22342257,21.90877521,22.13639791,NA,NA,NA,NA,25.08602216,22.22054719,NA,NA,21.99185811,22.03647548,NA,NA,NA
P06703,Protein S100-A6,S100A6,31.91506101,32.29780881,32.29526531,32.97372382,32.28427414,31.79269426,31.65005863,31.70066256,31.84782127,31.06007851,31.15647466,31.49866904,31.27741731,29.5458367,30.84348481,30.22089586,30.52047056,31.24547194,31.49524153
P06727,Apolipoprotein A-IV,APOA4,33.46319371,29.48285386,29.86418196,29.51962729,32.28956035,32.18842591,31.41976019,32.58102685,32.45532653,31.74177868,33.60994863,32.01275239,32.39565479,30.16026703,31.60054217,30.87334981,31.77835176,31.38941112,30.2665122
P06729;Q5JVN7,T-cell surface antigen CD2,CD2,26.69683809,26.3451965,26.25392941,26.05806656,26.26713757,26.21389717,26.33282357,25.79748738,26.81665479,26.24566687,27.5092995,27.44355836,26.46056176,25.28542113,26.76610282,25.90361784,26.18903185,27.05185829,25.74814268
P06730;P06730-2;D6RBW1;P06730-3;H0Y8J7;D6RFJ3;A6NMX2;D6RHE2;H0Y8X3,Eukaryotic translation initiation factor 4E,EIF4E,28.67465262,28.33419696,28.26472392,28.68949189,28.99099415,28.91860514,28.48638762,29.16182923,29.33347204,29.24102219,29.12957153,29.45450313,29.45228546,29.95393638,29.17090455,29.64626057,29.41985059,29.40671427,29.28828462
P06733;K7EM90;K7EQF3;K7EN23,Alpha-enolase,ENO1,34.63687696,34.51023609,34.65234722,34.85712301,34.34942108,34.44282706,34.28967028,34.50178006,34.39783626,34.8189796,35.06767855,34.50326197,34.82387421,35.53092937,34.8003429,35.93321866,35.71431089,35.03395441,35.83021719
;1501617;1501618;1501619;1501620;1501621;1501622;1501623;1501624;1501625;1501626;1501627;1501628;1501629;1501630;1501631;1501632;1501633;1501634;1501635;1501636;1501637;1501638;1501639;1501640;1501641;1501642;1501643;1501644;1501645;1501646;1501647;1501648;1501649;1501650;1501651;1501652;1501653;1501654;1501655;1501656;1501657;1501658;1501659;1501660;1501661;1501662;1501663;1501664;1501665;1501666;1501667;1501668;1501669;1501670;1501671;1501672;1501673;1501674;1501675;1501676;1501677;1501678;1501679;1501680;1501681;1501682;1501683;1501684;1501685;1501686;1501687;1501688;1501689;1501690;1501691;1501692;1501693;1501694;1501695;1501696;1501697;1501698;1501699;1501700;1501701;1501702;1501703;1501704;1501705;1501706;1501707;1501708;1501709;1501710;1501711;1501712;1501713;1501714;1501715;1501716;1501717;1501718;1501719;1501720;1501721;1501722;1501723;1501724;1501725;1501726;1501727;1501728;1501729;1501730;1501731;1501732;1501733;1501734;1501735;1501736;1501737;1501738;1501739;1501740;1501741;1501742;1501743;1501744;1501745;1501746;1501747;1501748;1501749;1501750;1501751;1501752;1501753;1501754;1501755;1501756;1501757;1501758;1501759;1501760;1501761;1501762;1501763;1501764;1501765;1501766;1501767;1501768;1501769;1501770;1501771;1501772;1501773;1501774;1501775;1501776;1501777;1501778;1501779;1501780;1501781;1501782;1501783;1501784;1501785;1501786;1501787;1501788;1501789;1501790;1501791;1501792;1501793;1501794;1501795;1501796;1501797;1501798;1501799;1501800;1501801;1501802;1501803;1501804;1501805;1501806;1501807;1501808;1501809;1501810;1501811;1501812;1501813;1501814;1501815;1501816;1501817;1501818;1501819;1501820;1501821;1501822;1501823;1501824;1501825;1501826;1501827;1501828;1501829;1501830;1501831;1501832;1501833;1501834;1501835;1501836;1501837;1501838;1501839;1501840;1501841;1501842;1501843;1501844;1501845;1501846;1501847;1501848;1501849;1501850;1501851;1501852;1501853;1501854;1501855;1501856;1501857;1501858;1501859;1501860;1501861;1501862;1501863;1501864;1501865;1501866;1501867;1501868;1501869;1501870;1501871;1501872;1501873;1501874;1501875;1501876;1501877;1501878;1501879;1501880;1501881;1501882;1501883;1501884;1536658;1536659;1536660;1536661;1553019;1553020;1553021;1553022;1553023;1553024;1553025;1553026;1553027;1553028;1553029;1553030;1553031;1553032;1553033;1553034;1553035;1553036;1553037;1553038;1553039;1553040;1553041;1553042;1553043;1553044;1553045;1553046;1553047;1553048;1553049;1553050;1553051;1553052;1553053;1553054;1553055;1553056;1553057;1553058;1553059;1553060;1553061;1553062;1553063;1553064;1553065;1553066;1553067;1553068;1553069;1553070;1553071;1553072;1553073;1553074;1553075;1553076;1553077;1553078;1553079;1553080;1553081;1553082;1553083;1553084;1553085;1553086;1553087;1553088;1553089;1553090;1553091;1553092;1553093;1553094;1553095;1553096;1553097;1553098;1553099;1553100;1553101;1553102;1553103;1553104;1553105;1553106;1553107;1553108;1553109;1553110;1553111;1553112;1553113;1553114;1553115;1553116;1553117;1553118;1553119;1553120;1553121;1553122;1553123;1553124;1553125;1553126;1553127;1553128;1553129;1553130;1553131;1553132;1553133;1553134;1553135;1553136;1553137;1553138;1553139;1553140;1553141;1553142;1553143;1553144;1553145;1564516;1564517;1564518;1564519;1564520;1564521;1564522;1564523;1564524;1564525;1564526;1564527;1564528;1564529;1564530;1564531;1564532;1564533;1564534;1564535;1564536;1564537;1564538,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P06733-2,Alpha-enolase,ENO1,NA,NA,NA,NA,19.52451111,19.55614677,20.43145272,19.76187258,19.23906704,19.45579276,NA,21.27872395,20.31561838,21.78044685,21.5068809,22.10843385,20.18471072,20.41328083,20.82888645
P06744;P06744-2;K7EP41;K7ERC6;K7ELR7;K7ENR8;K7ERK8;K7EIL4;Q8N196,Glucose-6-phosphate isomerase,GPI,32.60145016,32.73212474,32.57343969,32.73267063,32.49531302,32.77525412,32.65955282,32.74123623,32.8273521,32.8899219,32.27305959,32.62657931,32.7546173,32.57997109,33.10870776,32.22891477,33.80760582,33.41160138,33.43911547
P06746;E7EW18;B7Z1W5;H0YBJ0;H0YBX1;E5RIJ0;E5RHZ4;H0YAV8;E5RG65,DNA polymerase beta,POLB,26.43841167,26.0309269,26.21730368,26.47128573,26.77190591,26.40618307,26.50069505,26.90380169,27.1625977,26.84242113,25.47364085,26.00114186,26.26033324,25.9542027,26.09297259,26.11111943,26.12468977,25.36252284,26.1602526
P06748;P06748-2;P06748-3;E5RI98;E5RGW4,Nucleophosmin,NPM1,33.49500321,33.72273146,33.64076011,33.57373311,32.81295024,32.86450301,32.40220203,32.71834869,33.03639662,32.80008249,33.16440917,33.1663411,33.08643413,34.10290177,32.78778009,34.26227541,33.57812728,32.39583351,33.84782127
P06753-2;Q5VU59;Q5VU66;Q5VU61,Tropomyosin alpha-3 chain,TPM3,33.28747021,33.29898332,33.66384201,33.57057005,32.29277217,32.34151632,32.31227313,32.0792505,32.45997384,32.03564309,33.16308978,32.36791575,32.34968471,33.39828235,32.28562506,33.53043526,33.20751844,32.43651167,32.91111881
P06753-3;Q5VU72;D6R904;D6RFM2,Tropomyosin alpha-3 chain,TPM3,NA,NA,NA,NA,22.92036231,22.92295889,22.3835577,22.60345068,23.16703525,23.91332991,23.10255116,NA,23.72702384,25.01546269,22.58139093,24.9794559,23.46201392,24.01699323,24.0672676
P06889,Ig lambda chain V-IV region MOL,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.10013038,NA,NA,NA,NA,NA,NA,NA,NA
P07099;B1AQP8;B1AQP9,Epoxide hydrolase 1,EPHX1,24.14941967,24.58646233,24.04126343,25.65488138,24.85718828,23.69667893,24.70730394,24.74010808,NA,25.11862366,NA,23.78516508,NA,NA,24.28305556,NA,NA,22.63593152,NA
P07108;P07108-3;P07108-2;P07108-4;P07108-5;P07108-6,Acyl-CoA-binding protein,DBI,29.50610533,29.30741169,29.31840107,29.37434623,30.00396918,29.48828536,29.96140792,30.15085812,29.82911154,29.87579746,30.11904437,29.62742323,29.43290819,31.13117957,30.13038191,30.93852573,30.85786456,29.70510343,30.62147921
P07195;A8MW50;C9J7H8;F5H793,L-lactate dehydrogenase B chain;L-lactate dehydrogenase,LDHB,34.39375129,34.67965657,34.63065296,34.62483771,33.85043181,34.03608542,33.93692996,33.75881202,33.86396789,33.88939613,34.10953306,33.53484718,33.76505167,34.1360633,33.58127383,34.38606065,33.96799978,33.65202661,34.21762089
P07199,Major centromere autoantigen B,CENPB,25.68541375,24.68538701,25.56276018,25.32985052,24.24691742,24.10461603,24.80906744,24.26377523,25.01324906,24.18449887,23.8835293,NA,24.43682437,22.87502111,24.61414187,NA,23.82958339,24.12447286,23.6609038
P07203;E9PAS1,Glutathione peroxidase 1,GPX1,29.67751175,30.21997328,30.15460491,29.9643031,30.11929179,30.09898672,29.85709334,30.28283911,29.94795903,30.31484085,29.13266328,29.5604515,29.99658072,29.93058201,29.68870852,29.90540941,29.07821361,29.2291727,29.05517269
P07205,Phosphoglycerate kinase 2,PGK2,NA,NA,NA,NA,NA,23.43657024,NA,23.96463911,NA,NA,23.88966883,NA,NA,24.85799504,NA,24.76374972,24.23972554,23.22842239,25.09832418
P07225;G5E9F8;C9K0R0;CON__P07224,Vitamin K-dependent protein S,PROS1,28.58656254,26.5323438,26.70213336,25.27554483,29.10449606,28.33858134,28.38022178,28.73353554,27.77083536,27.50619994,32.0773097,28.1484599,28.58269203,27.63754647,28.49094566,26.93359593,29.72357794,27.46349581,26.45461294
P07237;H7BZ94;I3L2P8;F5H8J2;H0Y3Z3;I3L398;I3L312;I3L4M2;I3NI03;I3L0S0;I3L3U6;I3L3P5;I3L514;I3L1Y5,Protein disulfide-isomerase,P4HB,31.10437108,31.19847221,31.14825381,31.02538224,31.11408707,30.98148517,30.74005016,31.35294968,31.1435785,31.23169229,31.99997739,31.6796356,31.5129104,32.91566655,31.5706379,33.08978377,32.68633083,31.93012374,32.85352105
P07305;P07305-2,"Histone H1.0;Histone H1.0, N-terminally processed",H1F0,29.01908445,30.4160894,29.34042901,27.96207019,26.26036914,26.79563087,28.39640018,26.46995153,27.5920637,26.41391673,26.81543372,25.96947787,24.02757735,22.24083208,22.56794958,22.98299288,21.0899056,23.2697077,23.38955677
P07339;H7C469;C9JH19;F8WD96;H7C1V0;F8W787,Cathepsin D;Cathepsin D light chain;Cathepsin D heavy chain,CTSD,30.31505687,30.45307086,30.85882802,30.79094805,29.97254317,30.13858289,30.47952344,29.76605542,29.75519057,30.19225293,29.00241403,28.50332121,29.62604834,28.98942495,29.73987317,29.61329892,27.66376992,29.148872,29.16230957
P07355;P07355-2;H0YN42;H0YMD0;H0YMU9;H0YM50;A6NMY6;H0YKS4;H0YNP5;H0YN28;H0YL33;H0YMM1;H0YKZ7;H0YLV6;H0YMT9;H0YKX9;H0YKL9;H0YMW4;H0YNA0;H0YKV8;H0YMD9;H0YNB8;H0YN52;H0YKN4;H0YLE2,Annexin A2;Annexin;Putative annexin A2-like protein,ANXA2;ANXA2P2,30.52411904,29.11262141,28.21414737,29.25085682,28.8495373,29.62268393,29.27803798,29.02437856,29.94475164,28.82015963,29.71600712,28.62909221,29.26718223,30.32678136,30.38391278,30.54986229,30.73860143,31.23580579,31.4161901
P07357,Complement component C8 alpha chain,C8A,26.06021254,23.14056956,NA,22.33796918,26.39204904,26.04249552,26.13602234,25.7613674,25.95477956,24.81972732,27.95687427,23.97648721,25.28524473,23.17122628,24.53207621,23.36292409,30.60831904,23.48812061,22.34884051
P07358;F5GY80;F5H7G1,Complement component C8 beta chain,C8B,27.74675971,24.64267797,23.43910953,24.76663364,26.72650423,26.85887247,27.57014929,26.45239937,26.66749685,25.78364234,29.17940117,25.83547451,26.05055116,23.97980475,24.79476368,21.65447171,31.23152064,24.18215123,23.14354639
P07360;Q5SQ08,Complement component C8 gamma chain,C8G,26.60342804,21.25493864,NA,22.3412582,25.66462458,25.77833766,25.07316485,25.18669158,25.48145333,25.49640399,27.62212535,22.68421013,23.59559623,22.68993571,NA,21.63294019,30.45640408,22.87618342,23.43224317
P07384;E9PRM1;E9PJJ3;E9PLC9;E9PMC6;E9PJA6;E9PSA6;E9PLQ6;E9PQB3;E9PLX0;E9PL37;E9PIA9,Calpain-1 catalytic subunit,CAPN1,30.4245233,30.58718873,30.40141386,30.47198725,30.83168063,30.70223246,30.97213228,30.81977908,30.73715124,30.80946616,29.69426619,30.12299797,30.42362203,29.31501367,30.74125632,28.78209924,29.47630123,30.57298815,30.21673957
P07437;Q5JP53;Q5ST81;E9PBJ4,Tubulin beta chain,TUBB,31.80654992,31.87078045,31.93040577,32.13445763,31.79842247,31.57808228,31.45757868,32.2460102,32.12829363,32.61970958,32.73507413,33.09164482,32.910422,33.7359013,33.33617797,33.75473675,33.68217089,33.26723806,33.93174467
P07686;Q5URX0;H0YA83;H0Y9B6;D6REQ8,Beta-hexosaminidase subunit beta;Beta-hexosaminidase subunit beta chain B;Beta-hexosaminidase subunit beta chain A,HEXB,28.81945934,28.81124371,27.73214496,28.88936712,28.58211774,28.84158162,29.08749991,28.53852891,28.73818263,28.81699041,28.2619477,27.65519539,28.40551779,28.27639707,28.32023169,28.30512978,27.88814801,28.06270529,28.29955111
P07711,Cathepsin L1;Cathepsin L1 heavy chain;Cathepsin L1 light chain,CTSL1,NA,NA,NA,NA,22.28364908,NA,21.90701533,22.71571655,22.49277249,NA,22.20958306,21.92277747,NA,22.07427607,NA,22.44187227,NA,NA,NA
P07737;K7EJ44;I3L3D5;CON__P02584,Profilin-1,PFN1,34.40133756,34.28188624,34.35106796,34.36345787,34.03420046,33.91838833,33.57868967,33.85043181,33.98523995,33.98557927,34.52402561,33.6760871,33.91660997,34.4711515,33.74414701,34.65175938,34.79478692,34.0724782,34.89229456
P07738,Bisphosphoglycerate mutase,BPGM,24.3410274,24.510628,24.111,25.05812851,25.20530823,24.88101012,24.86381876,25.52728108,25.68987175,24.64713252,24.59029419,24.14078797,24.50118118,23.94681634,25.03107419,24.05001136,24.68308585,23.8239596,24.06217002
P07741;P07741-2;H3BQB1;H3BQF1;H3BQZ9;H3BSW3,Adenine phosphoribosyltransferase,APRT,32.2814303,32.31224608,32.27166902,32.81865588,32.12401551,32.66957636,32.71951193,32.0317381,32.67381484,32.82981094,31.9451704,31.11296933,32.57751965,31.44909033,31.99341226,31.91545286,31.42046311,31.16680498,31.66995643
P07814,Bifunctional glutamate/proline--tRNA ligase;Glutamate--tRNA ligase;Proline--tRNA ligase,EPRS,31.30937558,31.35316007,31.30269177,31.48014969,31.68085142,31.59365833,31.60182647,31.71567171,31.77073298,31.8370684,31.70421305,31.95296501,31.62025599,31.53672395,31.95150673,30.47701575,31.59903497,31.83379292,31.56674252
P07858;E9PR54;E9PJ67;E9PCB3;E9PKD0;E9PKQ7;E9PNL5;E9PHZ5;E9PLY3;E9PSG5;E9PQM1;E9PL32;E9PS78,Cathepsin B;Cathepsin B light chain;Cathepsin B heavy chain,CTSB,28.37567239,28.38845684,28.5025627,27.99507151,27.30016233,27.3478172,27.84667113,27.70898828,27.58906567,27.32894372,28.10978523,26.98326694,27.40803127,27.8873347,27.12652237,28.17231221,27.48592719,27.35253933,27.34511188
P07900-2;P07900;Q86U12;G3V2J8;Q58FG0;Q58FG1,Heat shock protein HSP 90-alpha,HSP90AA1,33.21006159,33.16951045,33.01145331,33.39802745,33.36697839,33.45120482,33.31729618,33.53832076,33.54167063,33.88258002,34.05940172,33.6760871,33.58553321,34.14086962,34.11155539,34.11915262,34.49589672,34.0396029,34.33544606
P07902;P07902-2;G3V4G9;G3V3U5;G3V223;F2Z2X9;H0YJL3,Galactose-1-phosphate uridylyltransferase,GALT,27.59839616,27.12721145,26.69644016,27.32165152,27.28938446,27.52342747,27.42117573,27.61357996,26.99053439,27.39599179,26.31409749,27.45238366,27.4343606,25.68541375,26.82177204,25.61301783,25.11283017,26.59263405,24.74529846
P07919,"Cytochrome b-c1 complex subunit 6, mitochondrial",UQCRH,26.68805818,27.55237489,27.4932002,26.61217424,27.01147997,27.15884756,26.99064258,26.80094649,26.92648766,26.56971483,26.62784065,26.56926575,26.54945473,27.39124608,25.92333982,27.39116412,27.40226811,26.87783155,27.15073709
P07951;Q5TCU3;Q5TCU8;P07951-2;P07951-3;CON__Q3SX28,Tropomyosin beta chain,TPM2,NA,27.8929025,27.00131369,28.04629997,23.81068616,NA,24.08334622,24.94547741,NA,21.55580987,24.95278176,26.02892654,24.88087004,27.10159375,25.48055997,26.9856573,27.4184438,23.9881521,26.61386094
P07954;P07954-2,"Fumarate hydratase, mitochondrial",FH,30.15822159,30.16230957,30.20513108,30.2375163,29.4027357,29.27003756,29.71801791,29.38911361,29.29957295,29.45132275,29.82222805,29.97404876,29.6089711,30.80816225,29.96595488,30.84513121,30.44203606,30.12669467,30.76935417
P07992;P07992-3;B3KRR0;P07992-2;K7ES46;K7EP14;K7ER89;K7ER60;K7EK97;K7EJW9,DNA excision repair protein ERCC-1,ERCC1,25.06052179,24.64834003,24.94980214,24.46245085,25.75531793,25.36972832,25.46790128,25.73505394,26.12543885,25.37838721,25.57824967,24.80582455,25.73595777,26.27710688,25.29147622,27.00442468,26.13118203,24.75893033,26.72974872
P07996;CON__Q28194;A8MZG1,Thrombospondin-1,THBS1,28.24104492,24.07316485,24.30785895,23.22495377,28.00490682,27.78861649,27.27728428,27.67747814,27.87085393,27.36577977,29.56485446,26.53113929,27.45309049,24.63826488,26.74483671,23.11228932,25.46082732,25.83942064,24.51761269
P08047;G5E9M8;H3BUU5;H3BVI2,Transcription factor Sp1,SP1,25.22747522,25.03086377,25.5047916,25.22784242,24.86674541,25.33316491,24.31181316,25.03753992,24.61554568,23.69572361,24.78666129,24.94645942,25.10924722,25.92818328,23.98745833,26.17807167,24.85528825,24.3990437,24.73122579
P08107;P08107-2;E7EP94;Q5SP16,Heat shock 70 kDa protein 1A/1B,HSPA1A,31.36374505,31.50104447,31.0759719,31.44972993,30.34011061,31.22837009,31.30888757,30.31581269,30.84258598,30.8807387,30.58333784,30.210947,30.74759221,31.64000587,30.82145274,32.16656558,31.60562839,31.15031342,31.93803491
P08133;P08133-2;E7EMC6,Annexin A6;Annexin,ANXA6,34.55407802,34.38766625,34.67708534,34.88594666,34.01621089,33.99412071,33.93095205,33.9151857,33.87142322,34.05253539,33.58799343,33.49070662,33.56194947,33.3391019,33.25039379,33.53391948,33.29447126,33.26779616,33.61434375
P08195-2;P08195;P08195-3;F5GZS6;J3KPF3;P08195-4;F5H0E2;F5GZI0;H0YFS2;F5H867;H0YFX4;F5GZR9,4F2 cell-surface antigen heavy chain,SLC3A2,27.70411409,28.03317663,28.06373409,27.89585167,30.10624463,30.52150055,30.76588159,30.53973097,30.76564452,31.10555794,30.24501851,30.91185098,30.91883258,29.01470214,30.51267498,29.6439752,30.29843716,30.02907403,29.76417381
P08237;P08237-3;P08237-2;F8VX13;F8VNX2;F8VZQ1;F8VP00;F8VSL1;H0YHB8;F8W1J8;F8VSF7;F8VW30;F8VUB8;F8VTQ3;F8VYK8;F8VZI0,"6-phosphofructokinase, muscle type",PFKM,26.09796267,25.90910037,25.33214065,26.3691126,25.52447404,26.29465202,26.4290532,25.2147866,25.56203229,26.26706612,25.93134313,26.81311084,27.04656018,25.61253986,26.10209457,23.87717627,26.97978295,25.80761887,25.43182887
P08238;Q58FF7;H0Y6E4;H0Y5S7;H0Y598;Q5T9W8,Heat shock protein HSP 90-beta,HSP90AB1,33.76909795,33.90526594,33.80048756,33.98922191,34.22941626,34.30613264,34.12909245,34.73059717,34.88889737,34.83163345,35.58924988,35.32469084,35.09777089,35.51379878,35.07379531,35.48480786,35.78348837,35.11237129,35.44969918
P08240;P08240-2,Signal recognition particle receptor subunit alpha,SRPR,29.11003424,29.60614927,29.2147727,29.16334176,29.00391559,28.98582014,28.99350674,29.24809902,29.27370992,29.48586962,28.65720749,29.75138043,29.12455174,28.52346486,29.23829106,27.89896777,27.90489284,29.19701953,28.81105992
P08243;P08243-2;P08243-3;F8WEJ5;C9J057;C9JT45;C9JM09;C9JLN6,Asparagine synthetase [glutamine-hydrolyzing],ASNS,NA,23.13807114,22.68378194,23.32374859,28.16230957,28.47680336,29.65758232,28.94681634,29.98100875,29.98005544,28.98609149,30.59690449,30.093834,29.04069402,29.81691414,29.19460298,28.95007478,29.16329377,28.90245098
P08246,Neutrophil elastase,ELANE,24.25226985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P08397;G5EA58;F5H345;P08397-2;G3V1P4;F5GY90;F5H226;F5H0P4;F5H4X2;F5H4W5,Porphobilinogen deaminase,HMBS,26.84385915,26.9480426,27.0464561,26.93999719,27.07958748,26.99399254,26.97311821,27.36786369,27.53304225,27.43896681,27.16077193,27.45128344,28.04858823,28.46723276,27.6389277,28.76065701,28.37869313,27.68237603,28.26834289
P08519,Apolipoprotein(a),LPA,25.96657656,23.22013385,23.27965932,24.32065348,25.37032716,25.50600315,25.50815117,25.22945695,26.62714488,26.64223727,27.69438244,24.67551432,26.02062174,24.97836518,25.23794019,25.23330253,25.73195082,23.76708847,23.93615985
P08559;P08559-4;P08559-3;P08559-2;Q5JPU3;Q5JPU0;Q5JPT9;Q5JPU1;Q5JPU2,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",PDHA1,30.80800877,31.05316684,30.83627845,30.65548544,30.23477852,30.44578948,30.45090996,30.30116592,30.16494858,30.33830505,29.82926279,30.05724033,30.32442261,30.23683234,30.08004515,30.49333383,29.85829449,29.71109096,30.17319428
P08567,Pleckstrin,PLEK,24.54851433,NA,NA,22.74137399,24.83576362,25.29214355,25.45998361,25.03728855,26.12311148,25.16599325,27.15663137,24.26527852,24.85233824,NA,24.68137097,NA,NA,NA,NA
P08571;D6RFL4,"Monocyte differentiation antigen CD14;Monocyte differentiation antigen CD14, urinary form;Monocyte differentiation antigen CD14, membrane-bound form",CD14,NA,NA,NA,NA,24.5383661,24.86230591,24.18850373,25.40593971,25.30650371,25.55367897,26.52936788,24.70435159,25.18124145,NA,24.42367812,23.00906795,23.79916856,24.97718627,23.81792361
