biosequence_name,biosequence_accession,biosequence_gene_name,is_covering,pct_coverage,presence_level,probability,confidence,n_observations,norm_PSMs_per_100K,n_distinct_peptides,n_distinct_synpeptides,chromosome,genetic_locus,start_in_chromosome,end_in_chromosome,strand,relationship_phrase,reference_biosequence,represented_by_biosequence_id,group_number,seq_unique_prots_in_group,protein_group_seq_align_link,is_keratin,is_immunoglobulin,biosequence_description,organism_full_name,gene
Q6YHK3,Q6YHK3,NA,C,NA,canonical,1,0,13266,4.365,184,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=CD109 antigen isoform Iso 1 \GName=CD109 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1445 \SV=2 \EV=148 \PE=1 \ModResPsi=(650|MOD:00048|O4'-phospho-L-tyrosine)(655|MOD:00048|O4'-phospho-L-tyrosine)(921|MOD:00117|S-(L-isoglutamyl)-L-cysteine,Homo sapiens,CD109
P22897,P22897,NA,C,NA,canonical,1,0,13573,3.852,185,NA,NA,NA,NA,NA,NA,NA,NA,P22897,1431,6,NA,NA,NA,nP20K \PName=Macrophage mannose receptor 1 isoform Iso 1 \GName=MRC1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1456 \SV=1 \EV=234 \PE=1 \ModResPsi=(35|MOD:00798|half cystine)(49|MOD:00798|half cystine)(74|MOD:00798|half cystine)(91|MOD:00798|half cyst,Homo sapiens,MRC1
P14209,P14209,NA,C,NA,canonical,1,0,3018,9.788,185,NA,NA,NA,NA,NA,NA,NA,NA,P14209,1268,10,NA,NA,NA,nP20K \PName=CD99 antigen isoform I \GName=CD99 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=185 \SV=1 \EV=199 \PE=1 \ModResPsi=(156|MOD:00134|N6-glycyl-L-lysine)(168|MOD:00046|O-phospho-L-serine)(181|MOD:00047|O-phospho-L-threonine) \ModRes=(41||O-linke,Homo sapiens,CD99
Q15942,Q15942,NA,C,NA,canonical,1,0,7613,7.515,186,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Zyxin isoform Iso 1 \GName=ZYX \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=572 \SV=1 \EV=208 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(7|MOD:00046|O-phospho-L-serine)(13|MOD:00046|O-phospho-L-serine)(15|MOD:00046|O-phospho-L-serine),Homo sapiens,ZYX
P07477,P07477,NA,C,NA,canonical,1,0,585197,1207.77,186,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Serine protease 1 isoform Iso 1 \GName=PRSS1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=247 \SV=1 \EV=225 \PE=1 \ModResPsi=(30|MOD:00798|half cystine)(160|MOD:00798|half cystine)(48|MOD:00798|half cystine)(64|MOD:00798|half cystine)(139|MO,Homo sapiens,PRSS1
P12814,P12814,NA,C,NA,canonical,1,0,20190,8.488,186,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Alpha-actinin-1 isoform Iso 1 \GName=ACTN1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=892 \SV=2 \EV=250 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(4|MOD:00048|O4'-phospho-L-tyrosine)(6|MOD:00046|O-phospho-L-serine)(12|MOD:00048|O,Homo sapiens,ACTN1
P08670,P08670,NA,C,NA,canonical,1,0,5194,3.573,187,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Vimentin isoform Iso 1 \GName=VIM \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=466 \SV=4 \EV=264 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(5|MOD:00046|O-phospho-L-serine)(7|MOD:00046|O-phospho-L-serine)(8|MOD:00046|O-phospho-L-serine),Homo sapiens,VIM
P13535,P13535,NA,C,NA,canonical,1,0,3921,0.873,187,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,"nP20K \PName=Myosin-8 isoform Iso 1 \GName=MYH8 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1937 \SV=3 \EV=209 \PE=1 \ModResPsi=(66|MOD:00047|O-phospho-L-threonine)(71|MOD:00047|O-phospho-L-threonine)(132|MOD:00083|N6,N6,N6-trimethyl-L-lysine)(389|MOD:0",Homo sapiens,MYH8
P33908,P33908,NA,C,NA,canonical,1,0,20814,13.898,187,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,"nP20K \PName=Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA isoform Iso 1 \GName=MAN1A1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=653 \SV=3 \EV=193 \PE=1 \ModResPsi=(11|MOD:00046|O-phospho-L-serine)(12|MOD:00046|O-phospho-L-serine)(476|MOD:00798|ha",Homo sapiens,MAN1A1
P04180,P04180,NA,C,NA,canonical,1,0,82651,98.757,188,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Phosphatidylcholine-sterol acyltransferase isoform Iso 1 \GName=LCAT \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=440 \SV=1 \EV=218 \PE=1 \ModResPsi=(74|MOD:00798|half cystine)(98|MOD:00798|half cystine)(337|MOD:00798|half cystine)(380|MOD:0,Homo sapiens,LCAT
P01880,P01880,NA,C,NA,canonical,1,0,169915,192.875,189,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Immunoglobulin heavy constant delta isoform Iso 1 \GName=IGHD \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=384 \SV=3 \EV=166 \PE=1 \ModResPsi=(15|MOD:00798|half cystine)(15|MOD:00798|half cystine)(28|MOD:00798|half cystine)(84|MOD:00798|half,Homo sapiens,IGHD
P00915,P00915,NA,C,NA,canonical,1,0,94795,143.472,189,NA,NA,NA,NA,NA,NA,NA,NA,P00915,970,48,NA,NA,NA,nP20K \PName=Carbonic anhydrase 1 isoform Iso 1 \GName=CA1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=261 \SV=2 \EV=219 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(30|MOD:00046|O-phospho-L-serine)(49|MOD:00046|O-phospho-L-serine)(51|MOD:00046|O-p,Homo sapiens,CA1
P02654,P02654,NA,C,NA,canonical,1,0,143166,812.557,189,NA,NA,NA,NA,NA,NA,NA,NA,P02654,1004,19,NA,NA,NA,nP20K \PName=Apolipoprotein C-I isoform Iso 1 \GName=APOC1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=83 \SV=1 \EV=202 \PE=1 \VariantSimple=(1|I)(2|G)(3|F)(4|V)(4|Y)(5|P)(6|L)(7|I)(8|L)(8|R)(9|I)(10|P)(12|M)(14|P)(16|M)(18|S)(22|D)(22|T)(22|V)(24|T)(25,Homo sapiens,APOC1
A0A075B6S2,A0A075B6S2,NA,C,NA,canonical,1,0,53768,203.445,191,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Immunoglobulin kappa variable 2D-29 isoform Iso 1 \GName=IGKV2D-29 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=120 \SV=1 \EV=51 \PE=1 \ModResPsi=(43|MOD:00798|half cystine)(113|MOD:00798|half cystine) \VariantSimple=(4|S)(4|T)(6|*)(6|E)(7|H,Homo sapiens,IGKV2D-29
A0A0C4DH34,A0A0C4DH34,NA,C,NA,canonical,1,0,56219,255.262,191,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Immunoglobulin heavy variable 4-28 isoform Iso 1 \GName=IGHV4-28 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=117 \SV=1 \EV=46 \PE=1 \ModResPsi=(41|MOD:00798|half cystine)(115|MOD:00798|half cystine) \VariantSimple=(3|D)(3|Q)(4|P)(5|*)(5|C)(,Homo sapiens,IGHV4-28
A0A0B4J1V6,A0A0B4J1V6,NA,C,NA,canonical,1,0,90107,292.236,191,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Immunoglobulin heavy variable 3-73 isoform Iso 1 \GName=IGHV3-73 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=119 \SV=1 \EV=45 \PE=1 \ModResPsi=(41|MOD:00798|half cystine)(117|MOD:00798|half cystine) \VariantSimple=(2|K)(3|S)(5|Q)(6|C)(6|R)(,Homo sapiens,IGHV3-73
P00746,P00746,NA,C,NA,canonical,1,0,64574,122.166,192,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Complement factor D isoform Iso 1 \GName=CFD \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=253 \SV=5 \EV=220 \PE=1 \ModResPsi=(51|MOD:00798|half cystine)(67|MOD:00798|half cystine)(92|MOD:00134|N6-glycyl-L-lysine)(148|MOD:00798|half cystine)(,Homo sapiens,CFD
O75369,O75369,NA,C,NA,canonical,1,0,4256,0.666,193,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Filamin-B isoform Iso 1 \GName=FLNB \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=2602 \SV=2 \EV=232 \PE=1 \ModResPsi=(216|MOD:00047|O-phospho-L-threonine)(306|MOD:00047|O-phospho-L-threonine)(339|MOD:00046|O-phospho-L-serine)(341|MOD:00046|O,Homo sapiens,FLNB
Q2TV78,Q2TV78,NA,C,NA,canonical,1,0,58865,32.595,194,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Putative macrophage stimulating 1-like protein isoform Iso 1 \GName=MST1L \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=715 \SV=2 \EV=122 \PE=1 \ModResPsi=(127|MOD:00798|half cystine)(151|MOD:00798|half cystine)(161|MOD:00798|half cystine)(23,Homo sapiens,MST1L
P81605,P81605,NA,C,NA,canonical,1,0,11310,42.794,194,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Dermcidin isoform Iso 1 \GName=DCD \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=110 \SV=2 \EV=192 \PE=1 \VariantSimple=(2|K)(2|S)(2|W)(4|K)(4|T)(4|V)(5|S)(6|F)(6|P)(6|V)(7|F)(7|P)(9|Q)(10|P)(10|S)(11|V)(14|E)(15|T)(17|D)(17|I)(20|N)(23|G)(23,Homo sapiens,DCD
P06733,P06733,NA,C,NA,canonical,1,0,17146,17.694,194,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Alpha-enolase isoform alpha-enolase \GName=ENO1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=434 \SV=2 \EV=255 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(5|MOD:00134|N6-glycyl-L-lysine)(5|MOD:00064|N6-acetyl-L-lysine)(26|MOD:00047|O-ph,Homo sapiens,ENO1
P14543,P14543,NA,C,NA,canonical,1,0,13626,5.156,195,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Nidogen-1 isoform Iso 1 \GName=NID1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1247 \SV=3 \EV=229 \PE=1 \ModResPsi=(289|MOD:00181|O4'-sulfo-L-tyrosine)(296|MOD:00181|O4'-sulfo-L-tyrosine)(333|MOD:00046|O-phospho-L-serine)(390|MOD:00798|hal,Homo sapiens,NID1
A0A075B6S6,A0A075B6S6,NA,C,NA,canonical,1,0,50724,230.312,195,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Immunoglobulin kappa variable 2D-30 isoform Iso 1 \GName=IGKV2D-30 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=120 \SV=1 \EV=54 \PE=1 \ModResPsi=(43|MOD:00798|half cystine)(113|MOD:00798|half cystine) \VariantSimple=(2|K)(2|M)(2|S)(3|F)(3|H,Homo sapiens,IGKV2D-30
P12883,P12883,NA,C,NA,canonical,1,0,4187,0.923,196,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Myosin-7 isoform Iso 1 \GName=MYH7 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1935 \SV=5 \EV=249 \PE=1 \ModResPsi=(60|MOD:00047|O-phospho-L-threonine)(65|MOD:00048|O4'-phospho-L-tyrosine)(70|MOD:00047|O-phospho-L-threonine)(129|MOD:00083|N,Homo sapiens,MYH7
Q14766,Q14766,NA,C,NA,canonical,1,0,17073,4.727,196,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Latent-transforming growth factor beta-binding protein 1 isoform Long \GName=LTBP1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1721 \SV=4 \EV=207 \PE=1 \ModResPsi=(191|MOD:00798|half cystine)(201|MOD:00798|half cystine)(195|MOD:00798|half c,Homo sapiens,LTBP1
P04040,P04040,NA,C,NA,canonical,1,0,30042,22.734,196,NA,NA,NA,NA,NA,NA,NA,NA,P04040,1025,21,NA,NA,NA,nP20K \PName=Catalase isoform Iso 1 \GName=CAT \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=527 \SV=3 \EV=238 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(9|MOD:00046|O-phospho-L-serine)(16|MOD:00064|N6-acetyl-L-lysine)(221|MOD:01819|N6-succinyl-L-l,Homo sapiens,CAT
P13591,P13591,NA,C,NA,canonical,1,0,55946,28.866,197,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Neural cell adhesion molecule 1 isoform Iso 1 \GName=NCAM1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=858 \SV=3 \EV=224 \PE=1 \ModResPsi=(41|MOD:00798|half cystine)(96|MOD:00798|half cystine)(139|MOD:00798|half cystine)(189|MOD:00798|half,Homo sapiens,NCAM1
Q9BXR6,Q9BXR6,NA,C,NA,canonical,1,0,65420,53.043,198,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Complement factor H-related protein 5 isoform Iso 1 \GName=CFHR5 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=569 \SV=1 \EV=162 \PE=1 \ModResPsi=(23|MOD:00798|half cystine)(72|MOD:00798|half cystine)(55|MOD:00798|half cystine)(83|MOD:00798|h,Homo sapiens,CFHR5
P01721,P01721,NA,C,NA,canonical,1,0,39998,227.014,199,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Immunoglobulin lambda variable 6-57 isoform Iso 1 \GName=IGLV6-57 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=117 \SV=2 \EV=124 \PE=1 \ModResPsi=(41|MOD:00798|half cystine)(110|MOD:00798|half cystine) \VariantSimple=(2|T)(3|R)(4|P)(4|T)(4|V,Homo sapiens,IGLV6-57
A0A075B6K4,A0A075B6K4,NA,C,NA,canonical,1,0,66746,252.55,200,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Immunoglobulin lambda variable 3-10 isoform Iso 1 \GName=IGLV3-10 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=115 \SV=2 \EV=51 \PE=1 \ModResPsi=(41|MOD:00798|half cystine)(106|MOD:00798|half cystine) \VariantSimple=(3|C)(5|R)(5|S)(6|F)(7|R),Homo sapiens,IGLV3-10
Q15063,Q15063,NA,C,NA,canonical,1,0,25331,14.377,201,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Periostin isoform Iso 1 \GName=POSTN \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=836 \SV=2 \EV=190 \PE=1 \ModResPsi=(44|MOD:00798|half cystine)(80|MOD:00798|half cystine)(60|MOD:00765|cysteinylation (disulfide with free L-cysteine))(69|MOD:,Homo sapiens,POSTN
P07942,P07942,NA,C,NA,canonical,1,0,14731,4.078,201,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Laminin subunit beta-1 isoform Iso 1 \GName=LAMB1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1786 \SV=2 \EV=220 \PE=1 \ModResPsi=(250|MOD:00046|O-phospho-L-serine)(271|MOD:00798|half cystine)(280|MOD:00798|half cystine)(273|MOD:00798|half,Homo sapiens,LAMB1
Q04695,Q04695,NA,C,NA,canonical,1,0,34486,26.097,202,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,"nP20K \PName=Keratin, type I cytoskeletal 17 isoform Iso 1 \GName=KRT17 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=432 \SV=2 \EV=211 \PE=1 \ModResPsi=(9|MOD:00047|O-phospho-L-threonine)(10|MOD:00046|O-phospho-L-serine)(11|MOD:00046|O-phospho-L-serine)(",Homo sapiens,KRT17
P09172,P09172,NA,C,NA,canonical,1,0,42962,31.463,202,NA,NA,NA,NA,NA,NA,NA,NA,P09172,1146,12,NA,NA,NA,nP20K \PName=Dopamine beta-hydroxylase isoform Iso 1 \GName=DBH \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=617 \SV=3 \EV=224 \PE=1 \ModResPsi=(154|MOD:00798|half cystine)(596|MOD:00798|half cystine)(232|MOD:00798|half cystine)(283|MOD:00798|half cystin,Homo sapiens,DBH
P02652,P02652,NA,C,NA,canonical,1,0,542204,2461.88,202,NA,NA,NA,NA,NA,NA,NA,NA,P02652,1003,15,NA,NA,NA,nP20K \PName=Apolipoprotein A-II isoform Iso 1 \GName=APOA2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=100 \SV=1 \EV=238 \PE=1 \ModResPsi=(24|MOD:00040|2-pyrrolidone-5-carboxylic acid (Gln))(29|MOD:00798|half cystine)(29|MOD:00798|half cystine)(49|MOD:,Homo sapiens,APOA2
P68371,P68371,NA,C,NA,canonical,1,0,8010,8.266,203,NA,NA,NA,NA,NA,NA,NA,NA,Q9H4B7,3715,228,NA,NA,NA,nP20K \PName=Tubulin beta-4B chain isoform Iso 1 \GName=TUBB4B \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=445 \SV=1 \EV=180 \PE=1 \ModResPsi=(50|MOD:00048|O4'-phospho-L-tyrosine)(51|MOD:00048|O4'-phospho-L-tyrosine)(55|MOD:00047|O-phospho-L-threonine)(,Homo sapiens,TUBB4B
P0DJI9,P0DJI9,NA,C,NA,canonical,1,0,107109,347.377,203,NA,NA,NA,NA,NA,NA,NA,NA,P35542,1605,21,NA,NA,NA,nP20K \PName=Serum amyloid A-2 protein isoform Iso 1 \GName=SAA2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=122 \SV=1 \EV=66 \PE=1 \VariantSimple=(2|Q)(3|F)(5|K)(5|M)(6|A)(8|D)(8|I)(9|L)(10|W)(11|T)(13|I)(15|C)(15|G)(15|I)(18|N)(18|R)(19|*)(19|Q)(21|V),Homo sapiens,SAA2
O75636,O75636,NA,C,NA,canonical,1,0,183690,260.639,203,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Ficolin-3 isoform Iso 1 \GName=FCN3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=299 \SV=2 \EV=210 \PE=1 \ModResPsi=(50|MOD:01024|monohydroxylated proline)(53|MOD:01024|monohydroxylated proline)(59|MOD:01024|monohydroxylated proline)(65|MOD:,Homo sapiens,FCN3
Q14315,Q14315,NA,C,NA,canonical,1,0,5807,0.867,205,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Filamin-C isoform Iso 1 \GName=FLNC \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=2725 \SV=3 \EV=227 \PE=1 \ModResPsi=(5|MOD:00046|O-phospho-L-serine)(7|MOD:00048|O4'-phospho-L-tyrosine)(8|MOD:00046|O-phospho-L-serine)(18|MOD:00047|O-phospho-,Homo sapiens,FLNC
A0A087WSZ0,A0A087WSZ0,NA,C,NA,canonical,1,0,75796,344.152,209,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Immunoglobulin kappa variable 1D-8 isoform Iso 1 \GName=IGKV1D-8 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=117 \SV=6 \EV=51 \PE=1 \ModResPsi=(45|MOD:00798|half cystine)(110|MOD:00798|half cystine) \VariantSimple=(2|E)(2|G)(2|N)(2|Y)(3|I)(,Homo sapiens,IGKV1D-8
Q13201,Q13201,NA,C,NA,canonical,1,0,19739,5.82,212,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Multimerin-1 isoform Iso 1 \GName=MMRN1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1228 \SV=3 \EV=191 \PE=1 \ModResPsi=(211|MOD:00798|half cystine)(272|MOD:00798|half cystine)(238|MOD:00798|half cystine)(245|MOD:00798|half cystine)(271|MOD,Homo sapiens,MMRN1
A0A075B6K5,A0A075B6K5,NA,C,NA,canonical,1,0,59080,223.544,212,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Immunoglobulin lambda variable 3-9 isoform Iso 1 \GName=IGLV3-9 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=115 \SV=1 \EV=53 \PE=1 \ModResPsi=(41|MOD:00798|half cystine)(106|MOD:00798|half cystine) \VariantSimple=(2|V)(3|*)(3|R)(5|T)(5|V)(6,Homo sapiens,IGLV3-9
P02549,P02549,NA,C,NA,canonical,1,0,7725,1.319,213,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,"nP20K \PName=Spectrin alpha chain, erythrocytic 1 isoform Iso 1 \GName=SPTA1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=2419 \SV=5 \EV=244 \PE=1 \ModResPsi=(510|MOD:00046|O-phospho-L-serine)(986|MOD:00048|O4'-phospho-L-tyrosine)(992|MOD:00046|O-phospho",Homo sapiens,SPTA1
P07437,P07437,NA,C,NA,canonical,1,0,9771,10.083,214,NA,NA,NA,NA,NA,NA,NA,NA,Q9H4B7,3715,228,NA,NA,NA,nP20K \PName=Tubulin beta chain isoform Iso 1 \GName=TUBB \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=444 \SV=2 \EV=244 \PE=1 \ModResPsi=(40|MOD:00046|O-phospho-L-serine)(48|MOD:00046|O-phospho-L-serine)(50|MOD:00048|O4'-phospho-L-tyrosine)(51|MOD:00048,Homo sapiens,TUBB
Q96RW7,Q96RW7,NA,C,NA,canonical,1,0,2400,0.192,215,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Hemicentin-1 isoform Iso 1 \GName=HMCN1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=5635 \SV=2 \EV=174 \PE=1 \ModResPsi=(451|MOD:00798|half cystine)(499|MOD:00798|half cystine)(541|MOD:00798|half cystine)(591|MOD:00798|half cystine)(633|MOD,Homo sapiens,HMCN1
P01814,P01814,NA,C,NA,canonical,1,0,15943,72.389,216,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Immunoglobulin heavy variable 2-70 isoform Iso 1 \GName=IGHV2-70 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=119 \SV=2 \EV=120 \PE=1 \ModResPsi=(20|MOD:00040|2-pyrrolidone-5-carboxylic acid (Gln))(41|MOD:00798|half cystine)(116|MOD:00798|ha,Homo sapiens,IGHV2-70
P36980,P36980,NA,C,NA,canonical,1,0,128414,182.207,216,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Complement factor H-related protein 2 isoform Long \GName=CFHR2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=270 \SV=1 \EV=182 \PE=1 \ModResPsi=(23|MOD:00798|half cystine)(72|MOD:00798|half cystine)(55|MOD:00798|half cystine)(83|MOD:00798|ha,Homo sapiens,CFHR2
Q7Z7M0,Q7Z7M0,NA,C,NA,canonical,1,0,22754,4.133,217,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Multiple epidermal growth factor-like domains protein 8 isoform Iso 1 \GName=MEGF8 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=2845 \SV=2 \EV=180 \PE=1 \ModResPsi=(30|MOD:00798|half cystine)(57|MOD:00798|half cystine)(142|MOD:00798|half cys,Homo sapiens,MEGF8
P27918,P27918,NA,C,NA,canonical,1,0,106933,105.55,219,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Properdin isoform Iso 1 \GName=CFP \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=469 \SV=2 \EV=202 \PE=1 \ModResPsi=(32|MOD:00798|half cystine)(56|MOD:00798|half cystine)(43|MOD:00798|half cystine)(72|MOD:00798|half cystine)(57|MOD:00798|half,Homo sapiens,CFP
P02743,P02743,NA,C,NA,canonical,1,0,319097,658.573,224,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Serum amyloid P-component isoform Iso 1 \GName=APCS \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=223 \SV=2 \EV=231 \PE=1 \ModResPsi=(55|MOD:00798|half cystine)(114|MOD:00798|half cystine) \ModRes=(51||N-linked (GlcNAc...) asparagine)(51||N-l,Homo sapiens,APCS
Q8NDA2,Q8NDA2,NA,C,NA,canonical,1,0,4113,0.377,224,NA,NA,NA,NA,NA,NA,NA,NA,P04114,1033,64541,NA,NA,NA,nP20K \PName=Hemicentin-2 isoform Iso 1 \GName=HMCN2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=5059 \SV=3 \EV=141 \PE=1 \ModResPsi=(537|MOD:00798|half cystine)(586|MOD:00798|half cystine)(628|MOD:00798|half cystine)(676|MOD:00798|half cystine)(718|MOD,Homo sapiens,HMCN2
Q08380,Q08380,NA,C,NA,canonical,1,0,129738,98.179,225,NA,NA,NA,NA,NA,NA,NA,NA,Q08380,2205,27,NA,NA,NA,nP20K \PName=Galectin-3-binding protein isoform Iso 1 \GName=LGALS3BP \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=585 \SV=1 \EV=196 \PE=1 \ModResPsi=(49|MOD:00798|half cystine)(113|MOD:00798|half cystine)(62|MOD:00798|half cystine)(123|MOD:00798|half cy,Homo sapiens,LGALS3BP
